YouTube ID,start seconds,label,train/test split
MDOxKJjLIQ4,310,using sewing machines,test
MHa0HKSzgwE,5,playing squash,test
MHcQZKmaOLg,12,volcano explosion,test
MI6AgoqRlZg,69,chicken crowing,test
MJpuDZxhNws,24,skiing,test
MJwSw-tc_t4,673,sailing,test
MMUQckEa_ME,30,turkey gobbling,test
MMVkRbIJ8Ms,0,"subway, metro, underground",test
MN-NfHbxdQE,107,playing tympani,test
MNnlykTxbB0,30,"motorboat, speedboat acceleration",test
MPW-geOjDG4,197,tap dancing,test
MQkJJiM1n58,20,scuba diving,test
MVDR9JeJA6o,30,turkey gobbling,test
MVRUgCHoGg4,43,woodpecker pecking tree,test
MW9rpgetBP0,0,frog croaking,test
MWTTe0M9vi4,30,lawn mowing,test
MX5ei7dDgPc,137,parrot talking,test
MXoUiFrXVak,11,"electric shaver, electric razor shaving",test
MYEkC3f3AdE,30,goose honking,test
MYLbHRi-eXA,39,driving snowmobile,test
MYxhRD4RVmQ,10,vacuum cleaner cleaning floors,test
MZSrOAez6-A,5,civil defense siren,test
M_3Mk2nMydQ,30,vacuum cleaner cleaning floors,test
M_DVTqmMne0,60,goose honking,test
Ma19m133Lmk,100,"subway, metro, underground",test
Mb-GyQEKoEc,30,driving motorcycle,test
MfAKvbAOmFw,140,skiing,test
MgD5JedaXGs,20,dog barking,test
Mgd0Hsgl8gU,100,machine gun shooting,test
MnH4tzgKXVc,30,chainsawing trees,test
MnSZAzs8BtU,25,cattle mooing,test
MocXmVbat3s,30,female singing,test
MrHp70quN94,30,"motorboat, speedboat acceleration",test
Muk-rhftfYw,1,volcano explosion,test
My0YmR6tYAk,60,vacuum cleaner cleaning floors,test
MyjxrBI9k4o,80,playing electric guitar,test
N00JbKpZKKw,446,playing oboe,test
N0d1cK2k1Eg,0,cattle mooing,test
N0jVgldCwAk,0,"bird chirping, tweeting",test
N1KFGDFqWxM,30,orchestra,test
N1dCXhy56po,9,police car (siren),test
N2CdQ4bWCkE,22,"electric shaver, electric razor shaving",test
N4SfahxM8Z4,4,airplane flyby,test
N4yxwdPnRQk,28,missile launch,test
N68rDUSvx9Y,30,turkey gobbling,test
NC6fdGYuHh4,83,hail,test
NDkg1d91Yq0,206,roller coaster running,test
NDyi6BH9r38,320,cat purring,test
NF1lwZ24RYI,30,dog barking,test
NGG0Iosv8Lo,108,playing squash,test
NGG0Iosv8Lo,183,playing squash,test
NIklY_eIHdQ,39,tap dancing,test
NJUl3gPX07o,30,chainsawing trees,test
NJu6ZVyUyjo,106,hail,test
NKZif1Qw33E,3,police car (siren),test
NKfyi7q0JNU,30,dog barking,test
NL_YbLLrvaI,26,skiing,test
NMQiKrTkl10,39,volcano explosion,test
NMSJHtmQLQM,30,basketball bounce,test
NMVPs3h0hNw,110,printer printing,test
NN7dCwbDDJ0,30,playing piano,test
NPYcq7sx6-w,160,playing bagpipes,test
NPenz7N4FeA,515,sea waves,test
NPenz7N4FeA,568,sea waves,test
NQ6KHDqUyDA,270,machine gun shooting,test
NRJw5ZZMBnw,30,lawn mowing,test
NSXKoQa0NsQ,51,playing squash,test
NZMsQG4Zx7I,50,"subway, metro, underground",test
NaJa6pVOr5I,30,goose honking,test
NbBM82N1Xos,290,playing sitar,test
NcIR-UiXJI0,30,chicken crowing,test
NcIt4xNctkA,50,frog croaking,test
Ncdv7wCGgYE,30,vacuum cleaner cleaning floors,test
NdiSW-p2I0c,30,playing electric guitar,test
NgyeHliItww,0,using sewing machines,test
NhWhPUIeSLM,5,hail,test
NmvQNiQZ28U,30,"rowboat, canoe, kayak rowing",test
NpBQ1NpljTQ,410,"subway, metro, underground",test
NpGTa9fRvUU,30,lawn mowing,test
Nr4A9fsk0bE,34,scuba diving,test
NtM3gudMBCQ,10,playing drum kit,test
NtlnhSzHhss,30,"motorboat, speedboat acceleration",test
NuD6d2B3QvA,550,dog barking,test
Nvy70GTLwbM,51,airplane flyby,test
NwGcF_Ud-ig,0,driving motorcycle,test
NwWdqtapeqM,230,typing on typewriter,test
NxP9CfxfJxg,40,turkey gobbling,test
NyiNCt57BfE,618,scuba diving,test
NzvkMWY4EjA,30,playing electric guitar,test
O-UIOSuqzWA,1,woodpecker pecking tree,test
O-Y1CBYW0-M,40,playing bagpipes,test
O2y4wIUAlpg,111,sharpen knife,test
O3ulYoQ5EiY,30,playing sitar,test
O7-ggV4SQRs,30,helicopter,test
OAEeDczKnCA,200,vacuum cleaner cleaning floors,test
OBG8doMoB9I,44,civil defense siren,test
OCIQYk1eMHU,120,vacuum cleaner cleaning floors,test
OD-fpsHQCFg,80,playing trombone,test
OD54eF2XKJA,10,basketball bounce,test
OFhMVCVS3xI,270,vacuum cleaner cleaning floors,test
OGnBrabqdP4,40,orchestra,test
OH8urnIthoQ,60,playing electric guitar,test
OIYRNzlgN84,200,"rowboat, canoe, kayak rowing",test
OLaCHe5fCtY,275,tractor digging,test
ON25BO3hJP4,110,"subway, metro, underground",test
OO0K_8QXJ7w,40,sharpen knife,test
OOzxHnmlNhA,17,parrot talking,test
OR926HIiUOs,280,"subway, metro, underground",test
OWuMapsvJ3w,50,chainsawing trees,test
OZjpYGdvMX0,30,playing electric guitar,test
Of8y_rXXeSw,30,"rowboat, canoe, kayak rowing",test
Oj-rWMMAUPU,90,skiing,test
Okx87oCJg5g,250,female singing,test
OmvNQtdaX1A,40,orchestra,test
On2aeIUKoNY,30,frog croaking,test
OnRh-5IRG3A,0,machine gun shooting,test
Oq0gZiJxP5Q,18,goose honking,test
OrSfdkVVbOQ,0,machine gun shooting,test
Orge4_UlvNI,280,playing sitar,test
OruJS8cr2qE,5,parrot talking,test
OtWlvdhCJj4,51,woodpecker pecking tree,test
Ota5gx9Axq8,30,typing on typewriter,test
Ouxjt5e8x-o,50,vacuum cleaner cleaning floors,test
Ox06RFTPG6A,162,playing squash,test
Ox06RFTPG6A,217,playing squash,test
OxbHUMFOxnk,30,baby laughter,test
P-NCCepeHdI,125,"electric shaver, electric razor shaving",test
P15JhIEHVHg,30,dog barking,test
P2ldhAT8KHc,280,"subway, metro, underground",test
P4x12uMeVVc,86,tap dancing,test
P8KzsctEY7o,113,civil defense siren,test
P90rFZQFqWk,30,playing electric guitar,test
P9r8EC83Y3k,18,goose honking,test
PA3y_gyX3m8,4,"motorboat, speedboat acceleration",test
Pair_NsHdTc,30,driving motorcycle,test
Pc-XnRIIgqE,5,fireworks banging,test
PeN0BUbCdVE,30,printer printing,test
PfP1Fhg3h1g,10,playing drum kit,test
Pi_2255ToZg,111,playing squash,test
PjhKFnOvJII,30,printer printing,test
PkPplRX9rJc,67,train whistling,test
PljzqcsQ62U,30,"bird chirping, tweeting",test
PpK09wcJWVE,30,sailing,test
PqMVDVBKcHw,237,skiing,test
Pswmht-tZZM,38,driving snowmobile,test
PuNLqr0oZeo,170,baby laughter,test
PudSFQQxa-I,30,goose honking,test
Pz8w3ZDCD3w,30,turkey gobbling,test
Pzj3929ka4c,0,typing on typewriter,test
Q19VErS2iH4,20,basketball bounce,test
Q4T6urZF_HA,0,civil defense siren,test
Q5o7RYwXkvI,70,woodpecker pecking tree,test
Q6dVti1YVwM,0,playing sitar,test
Q93n3dvaaTI,130,orchestra,test
QAoCyTYnAuc,11,tractor digging,test
QBMDnMRwQCc,70,helicopter,test
QD9V6AwZar4,350,chicken crowing,test
QDppmIicknY,30,playing bagpipes,test
QDqBJwoQcNY,80,"bird chirping, tweeting",test
QFovsFrNNfw,136,skiing,test
QJumqm9_jz4,30,orchestra,test
QKhVI1l78Uc,14,missile launch,test
QKkhwAAGLIE,30,playing sitar,test
QMp9444xI8c,51,police car (siren),test
QMrxyrv_KXc,226,volcano explosion,test
QO00gXws7ak,30,goose honking,test
QOOL7pEKzYs,371,"electric shaver, electric razor shaving",test
QOqlkqTR82Q,0,machine gun shooting,test
QOxOf9ChFY4,86,hail,test
QPaUQdAWmLM,236,"electric shaver, electric razor shaving",test
QPw4_ga7J2o,140,typing on typewriter,test
QR0yjU4K2GM,30,frog croaking,test
QRbVHBt8dcE,496,tractor digging,test
QRlCOVibJs8,270,"pigeon, dove cooing",test
QRyTz1FCYuU,30,cat purring,test
QS31Gm9tIig,0,machine gun shooting,test
QTCgvm9f768,30,"rowboat, canoe, kayak rowing",test
QUALZucjUOk,112,civil defense siren,test
QUX611hihf4,190,playing accordion,test
QUygd54m8uc,112,playing trombone,test
QW8-FlKlqAA,480,playing bagpipes,test
QWxrKBmwNw0,30,typing on typewriter,test
QXe9BpTENCc,30,playing sitar,test
QYY8g4sMVWU,30,basketball bounce,test
Q_FvbcPieNo,30,basketball bounce,test
Q_J3XkD5Ims,0,sea waves,test
Q_J3XkD5Ims,24,sea waves,test
QaKdsbkkmUc,288,"electric shaver, electric razor shaving",test
Qbf924lc3CQ,402,sharpen knife,test
Qd9hSBBfXq4,776,playing oboe,test
QdcUajqXkvs,6,"electric shaver, electric razor shaving",test
Qdr2xmK84Jo,30,"pigeon, dove cooing",test
QejVyYvjrrs,10,dog barking,test
QhlmKHbPFhU,30,vacuum cleaner cleaning floors,test
Qj3ptAKRGQg,31,parrot talking,test
QlUKaEhgcV0,539,playing drum kit,test
Qlov2pGggJ0,101,tractor digging,test
QqdmtqL64RA,30,playing trombone,test
QqsgM0eqpPM,26,roller coaster running,test
Qsd19T8rN_8,190,"pigeon, dove cooing",test
QvIuzUF1fWs,217,playing tympani,test
Qvx5f7jfMdw,30,"rowboat, canoe, kayak rowing",test
QySssFgqGq0,121,missile launch,test
Qz-8mReB74w,570,"pigeon, dove cooing",test
R05dToeNqng,580,lawn mowing,test
R1DA-D5mA54,38,hail,test
R1dfaoCfy88,3,playing trombone,test
R1zoAMguO3A,150,helicopter,test
R2Aq_j1TDSs,40,helicopter,test
R3_Gqgl-NYE,50,cat purring,test
R4b_-IT43P4,30,playing electric guitar,test
R5K3km8Fbs8,19,printer printing,test
R5dvHVDSXog,48,train whistling,test
R5np0eUAWUU,0,basketball bounce,test
R60qQ3ag8y8,100,playing piano,test
R6hwadNOJcg,52,playing oboe,test
R6hwadNOJcg,156,playing oboe,test
R7j-rhd-D08,30,printer printing,test
RBvHrG87Jiw,30,cattle mooing,test
RCk6hxXs03M,240,sharpen knife,test
RCrvBDoPDGw,0,sea waves,test
RD7ho_gPnnY,201,driving snowmobile,test
RDnrb0xSkrs,70,vacuum cleaner cleaning floors,test
REDLY6m3Muw,42,civil defense siren,test
RF3rog2YjYw,30,baby laughter,test
RIGQjzXbvv4,140,volcano explosion,test
RJtn6Td3rco,68,missile launch,test
RMPyriqNS-4,13,cattle mooing,test
RMVwodtLI88,500,sailing,test
RMVwodtLI88,631,sailing,test
RMX2aviLZdo,70,using sewing machines,test
RN_qfzQUkeU,300,cattle mooing,test
RP5mput8V9A,0,frog croaking,test
RQ85Tkl8i2k,8,fireworks banging,test
RQIVLqDLQzA,50,using sewing machines,test
RQvbm3l3wmA,110,playing drum kit,test
RTDr2L_OT0M,30,printer printing,test
RUUZzoeVrK4,20,orchestra,test
RUftlme_EtU,10,cattle mooing,test
RVKBNv4mc6Y,107,volcano explosion,test
RW7x9AC7PZI,30,playing piano,test
RWVuRwtjGek,210,"subway, metro, underground",test
RXIRbazT2Rs,270,using sewing machines,test
R_EnlXwBvtA,78,playing squash,test
R_EnlXwBvtA,118,playing squash,test
R_VUwn4pFkA,47,roller coaster running,test
RaC_D7KYVPw,90,baby laughter,test
Rg971GlT_Ro,21,"pigeon, dove cooing",test
RhzsxX39VMU,30,"rowboat, canoe, kayak rowing",test
RjW-A2yB9pY,27,missile launch,test
RjzKZrdgmlA,30,"motorboat, speedboat acceleration",test
Rk5dBZo4aFA,30,playing bagpipes,test
Rn55rPN_JU4,30,printer printing,test
RoKx3X5tdV8,0,skiing,test
Rp39_WnX5Fk,380,"subway, metro, underground",test
RrlgSfQrqQc,20,"subway, metro, underground",test
RsDl0An5QBI,30,playing electric guitar,test
RuK5b8vTPM8,30,cat purring,test
RxCzh7EoIFU,25,missile launch,test
Ry5c8frvq1g,390,using sewing machines,test
Rz7RBslEAG0,30,playing accordion,test
Rzhn9WfarrE,30,playing bagpipes,test
S1Q2jwEX11U,260,fireworks banging,test
SAcpESN_Fk4,89,female singing,test
SBLZADwyPPc,57,volcano explosion,test
SFMXcbyHbF0,11,turkey gobbling,test
SFcckZJ7y1E,60,playing accordion,test
SGFYFPs3Fic,550,helicopter,test
SHTh_ewgLsY,59,playing trombone,test
SIZ5WUVzAMk,216,driving snowmobile,test
SJUl98voKZo,3,woodpecker pecking tree,test
SJVuopldMyU,30,"bird chirping, tweeting",test
SL52ykhLo8A,70,playing piano,test
SNhfvhWPXNc,30,playing electric guitar,test
SRjsxeOWFnw,30,"motorboat, speedboat acceleration",test
ST5bojWT3Jo,108,sharpen knife,test
STdAr1JNXIU,190,helicopter,test
SUyaiLzdWDk,30,sailing,test
SVoLykPMwAs,30,"bird chirping, tweeting",test
SYEmTschjRg,30,turkey gobbling,test
SZGBlB8DlYM,16,roller coaster running,test
SaUx9CZGCzU,39,parrot talking,test
Sa_ovp-50Tc,30,"pigeon, dove cooing",test
Sb5nf9DkzTs,50,baby laughter,test
ScNLWuogqpI,150,turkey gobbling,test
Sd3qUrm1UZk,131,roller coaster running,test
SdeVFx40BKQ,90,playing electric guitar,test
SdfD3CEapkc,177,roller coaster running,test
SeJgbt7DCY8,80,playing bagpipes,test
SgCRYHWzTmU,12,"electric shaver, electric razor shaving",test
Sgdq22nyfTM,240,"subway, metro, underground",test
ShSRKoE7hHc,128,sharpen knife,test
SiXCZ-Ew0b0,50,playing piano,test
SlAtd9ydvmE,170,playing trombone,test
So8G7UXguNA,77,tractor digging,test
SouyQhC7rSU,39,scuba diving,test
SpRqgH543_Q,74,tractor digging,test
Sq15LYn3fAY,12,sharpen knife,test
Sz6nE4hceXc,30,"bird chirping, tweeting",test
SzLx3qcIbtU,290,playing sitar,test
T-28g9G-WKo,0,driving snowmobile,test
T0FNLDWBlSU,81,sharpen knife,test
T1_nZvxh5kI,8,cattle mooing,test
T2F6euNVT5Y,10,machine gun shooting,test
T4UHGzC8gKY,71,scuba diving,test
T5OiGQOZWic,284,tap dancing,test
T5OwLsluH6A,366,scuba diving,test
T9GkukfZaU8,164,missile launch,test
TA-O_bVnvLY,540,playing sitar,test
TAHDbSl7F_4,290,cattle mooing,test
TCjpetxykx0,210,playing sitar,test
TDNnNmgqhNI,30,turkey gobbling,test
TF5OXDXtTu8,22,fireworks banging,test
TGJje4EKoKM,30,female singing,test
TIL8jEw8pSc,30,chainsawing trees,test
TJ4aeESZ6e8,100,playing piano,test
TL8RgJHhdbA,0,airplane flyby,test
TP-uSCjMiYY,250,playing squash,test
TP-uSCjMiYY,264,playing squash,test
TQsjIE2VHqw,110,chainsawing trees,test
TT8xhjDC3Cg,250,typing on typewriter,test
TU7DNkZtG1I,109,train whistling,test
TVki_5SCloY,36,skiing,test
TZGKriaJKAY,163,sharpen knife,test
T_psjQ4wzFQ,16,printer printing,test
Ta9R_TuzIUM,153,driving snowmobile,test
Ta9R_TuzIUM,341,driving snowmobile,test
TdJu6gXS7Rw,375,skiing,test
Tfv2TARaCfg,79,tap dancing,test
Tgqb1VUysMM,490,chicken crowing,test
TidMGBIjbd0,60,scuba diving,test
TmJZxQ_Lo8M,147,playing tympani,test
TmwM6LCcIBg,130,playing sitar,test
TnZ7lewZgns,44,volcano explosion,test
ToIdgjI3u4Q,30,playing trombone,test
TpPHH7wQz_M,30,playing bagpipes,test
Tpg9LiS6K-M,234,train whistling,test
Ts3ZcUaELzA,30,playing electric guitar,test
TwucF4h5v3U,84,missile launch,test
TxXjcJo7Q2I,531,turkey gobbling,test
TxuwrWYaUD0,0,fireworks banging,test
U-L9YCIdLbg,80,playing electric guitar,test
U19MDXMg_BI,150,playing sitar,test
U2Fuor5iG98,68,playing tympani,test
U4UtZeTl2DE,30,playing sitar,test
U8XhUYPJxUM,19,volcano explosion,test
U8rWZXjH2cU,40,female singing,test
U95UReP4mdo,30,"rowboat, canoe, kayak rowing",test
UAhzckt0y3U,30,dog barking,test
UBeTeMzdBhI,30,"rowboat, canoe, kayak rowing",test
UBw5ujeODmE,30,"bird chirping, tweeting",test
UDlc1slA8PA,590,helicopter,test
UEbdKNPT96M,30,cat purring,test
UEjPRKwLvZ0,170,playing sitar,test
UF0HDsK0fwo,70,chainsawing trees,test
UFIBEBkm7ao,30,driving motorcycle,test
UHFViYh6h6A,114,woodpecker pecking tree,test
UIll96Hdmd4,94,parrot talking,test
ULZ6auGvLAw,311,sharpen knife,test
UOBs7M0hW2M,31,skiing,test
UP30sk9je00,49,tractor digging,test
UR-2P-NHz1w,240,cattle mooing,test
URXTbbVjq70,40,playing squash,test
URkpx3lxx1E,450,typing on typewriter,test
UTYx0JO_65M,260,"subway, metro, underground",test
UUjPZPtqG5k,0,chicken crowing,test
UVPgh1SYQ9M,456,airplane flyby,test
UWizNEHrzCY,17,dog barking,test
UWz5OIijWM4,30,driving motorcycle,test
UYydcVnnhYo,221,volcano explosion,test
U_mKoVq3kbE,40,goose honking,test
U_mxX7h_I_4,0,sea waves,test
UbPJ8MIGZNA,0,fireworks banging,test
UbrXzBhg96Y,42,roller coaster running,test
UcJci08essY,90,basketball bounce,test
Ucr3WFZk6sM,20,"pigeon, dove cooing",test
UgPrbrCXNlQ,13,playing squash,test
UjXi6X-moxE,90,baby laughter,test
UkKDHtVKDrc,473,driving snowmobile,test
UoelVWyciuE,10,cat purring,test
Upq4yFKwiTM,24,woodpecker pecking tree,test
UqMeR5Erq8I,30,chicken crowing,test
UqyvFyQthHo,30,chainsawing trees,test
Ur5ce8KvhYs,2,driving snowmobile,test
UrgzGbGVV8I,30,playing electric guitar,test
UsNUR6tsoTs,30,"motorboat, speedboat acceleration",test
Usz7ZnOHaxY,30,"pigeon, dove cooing",test
Uv3K_pEUlX8,20,helicopter,test
UyCw7pCgYg8,55,tap dancing,test
V0ptxvriHOo,127,civil defense siren,test
V23UiMHeJF4,0,vacuum cleaner cleaning floors,test
V2CoRIDCU3U,30,goose honking,test
V2OjPsg7ydY,60,machine gun shooting,test
V2_U4WLNC9c,25,police car (siren),test
V5dlaF4rqrA,60,fireworks banging,test
V88sUJKgOsk,34,missile launch,test
V8L152xzOJo,1,scuba diving,test
V8sGSG45U14,30,"pigeon, dove cooing",test
V8tcqAyPSYw,64,missile launch,test
VFT28TnDQ5g,30,"rowboat, canoe, kayak rowing",test
VFXf1DTi2IA,383,"electric shaver, electric razor shaving",test
VG6-MlmCgzI,30,playing sitar,test
VGcDgVyf5Ok,38,hail,test
VHoOg4twnO0,60,machine gun shooting,test
VKfgSYvbohY,42,playing oboe,test
VKnQSCz2IVs,0,tractor digging,test
VLyLt6Rfw6U,360,machine gun shooting,test
VOkiX4gWRI0,125,"electric shaver, electric razor shaving",test
VP2WctM2tzU,0,typing on typewriter,test
VRaLq9Gb9xI,180,using sewing machines,test
VUosI4YQook,30,"rowboat, canoe, kayak rowing",test
VV-DgnPPhSo,220,female singing,test
VW9qQ_GBGyQ,268,volcano explosion,test
Vbsefb2ve2g,67,civil defense siren,test
Vc8D46tJuFM,163,playing trombone,test
VdruTK0Xpik,20,machine gun shooting,test
VeiJYltEZFc,34,playing tympani,test
VfD2zft-E-M,30,turkey gobbling,test
VfXA05MLTn4,36,roller coaster running,test
Vj13osgy2M0,20,playing accordion,test
VkYB3Fw4bLw,30,frog croaking,test
Vlh9AMaTrLQ,441,playing oboe,test
Vlh9AMaTrLQ,451,playing oboe,test
Vlj9AOEP6_c,26,playing squash,test
VmYPBzrkKGw,140,playing oboe,test
VmoG9nSADn8,30,helicopter,test
VpuNCFDYgnA,70,playing trombone,test
VqwI3OgGS2o,37,hail,test
VrimREPrM_o,30,typing on typewriter,test
Vs6_ORAIitU,56,woodpecker pecking tree,test
Vsl9vfhmbN8,30,orchestra,test
Vsz6dpRCwSo,380,chainsawing trees,test
VtuRGKGr3_Y,8,police car (siren),test
Vv0caKE6h-U,67,hail,test
VvpjmyUhvP0,80,sailing,test
VwcaDl7eg30,30,baby laughter,test
VxLacN2Dp6A,70,playing trombone,test
VxYQ_7maGQg,30,turkey gobbling,test
W1VYWwYdJRQ,370,chainsawing trees,test
W3u2hj1x7gY,350,helicopter,test
W58kioYp1Ms,30,playing electric guitar,test
W6hBBs-MuM8,145,missile launch,test
W75ol-nF6vo,40,playing accordion,test
W7KbboEOmeM,30,playing electric guitar,test
W8KC0GO8VvY,240,playing bagpipes,test
WAztA-Iqb4g,30,playing bagpipes,test
WCUOOS-CtZI,114,playing squash,test
WCUOOS-CtZI,131,playing squash,test
WDI5peW22Jc,21,cattle mooing,test
WEHe6W_D4lo,41,"pigeon, dove cooing",test
WEybCL_yQ8k,138,playing tympani,test
WF0CiXcsi5k,270,chicken crowing,test
WF7ugi9ipYw,120,"subway, metro, underground",test
WFV3FUlTzas,61,missile launch,test
WGOZNdTXITQ,205,playing squash,test
WGYzVpMeSEg,210,vacuum cleaner cleaning floors,test
WGqz-OVwLGs,40,vacuum cleaner cleaning floors,test
WJVc82XgbZk,14,woodpecker pecking tree,test
WLPj0LIokkM,20,chainsawing trees,test
WLX3Db60418,20,driving motorcycle,test
WPsoHV3zRPQ,290,goose honking,test
WQsKbvPqNLk,290,playing piano,test
WRP3Fx0stKc,30,printer printing,test
WSR7YwL7pBk,74,roller coaster running,test
WSTJFJg6tzI,22,tractor digging,test
WTlaLznHD1c,53,driving snowmobile,test
WV-t-cB6K-8,30,chicken crowing,test
WZ2ubteeq-A,247,skiing,test
W__drEPwHrg,31,civil defense siren,test
WagLsOTNlF8,80,basketball bounce,test
WcSu_xJYc18,310,goose honking,test
WdGkP2ID5S4,30,turkey gobbling,test
Wdtku1dqJo0,30,female singing,test
WeSU14QQw0U,132,woodpecker pecking tree,test
Wgu03JFYmQc,230,sailing,test
Whj0O5fyREo,50,playing trombone,test
WjPTF_rQ9K0,1236,scuba diving,test
WkavReH4LE0,20,frog croaking,test
WmDz7Q9_h6c,170,printer printing,test
WmdAGcaop4Q,28,skiing,test
WpZnqqaDr1A,380,goose honking,test
Wr44Q8MQHL0,30,helicopter,test
WuQ9Oe0rlBM,74,volcano explosion,test
WvDhN-ImtA4,30,"pigeon, dove cooing",test
WwszVpNuiOI,30,printer printing,test
Wx65BBbjCIQ,120,airplane flyby,test
Wxup2o0w1kU,30,printer printing,test
Wzq2BcjYd_A,304,skiing,test
X39unEA6Aas,63,sharpen knife,test
X3wyXjui7ac,213,playing tympani,test
X4fHYJ74pV8,21,cattle mooing,test
X5Xs8Y1cJK0,30,driving motorcycle,test
X76DCP7SCR0,150,helicopter,test
XAWZhJzZhBU,3,civil defense siren,test
XAgX4QEV9Ts,21,cattle mooing,test
XCkoQ-sCQ4Y,170,cattle mooing,test
XHQGUbMSPTM,30,"rowboat, canoe, kayak rowing",test
XIdfyskZjj0,3,train whistling,test
XMVoH1JjXw8,30,fireworks banging,test
XNe76RX8dIo,1,civil defense siren,test
XNzQVEmoJrY,30,playing squash,test
XO1wG3ne_Cw,30,dog barking,test
XQXsAZJqDig,30,"pigeon, dove cooing",test
XQbgV10IpoM,170,playing accordion,test
XS_Nwd8dxE0,30,"bird chirping, tweeting",test
XSxXGCUqra4,30,cat purring,test
XUOtJ05Zg7E,120,playing tympani,test
XUnO2dPb7aw,177,roller coaster running,test
XWAiWgDsWlg,50,playing trombone,test
XaUXJG0BZuk,0,playing electric guitar,test
Xb7lSqbJYog,490,helicopter,test
XeEbLeEh-ho,27,civil defense siren,test
XftMCb6LWBI,20,"bird chirping, tweeting",test
XitlFBW2DW4,1535,sea waves,test
XnI2G45cMdY,132,"electric shaver, electric razor shaving",test
Xrvio1TAIt8,30,"pigeon, dove cooing",test
XryEq7dg_fY,82,train whistling,test
Xs69Hlo-fNY,190,driving snowmobile,test
Xt7KQzo7qV4,90,playing bagpipes,test
XuaJVdMCCoU,30,dog barking,test
XvkNRGfbdw8,17,fireworks banging,test
Xx13khTTtJ0,159,airplane flyby,test
XyT6JsD0o88,20,printer printing,test
XyVZgPZ1clo,852,driving snowmobile,test
XzsPKZf62G0,420,machine gun shooting,test
Y-qOOR0izlE,102,helicopter,test
Y9pGt8ax3PA,10,sharpen knife,test
YCagujHHybc,108,"electric shaver, electric razor shaving",test
YCwS46UER0Q,207,playing squash,test
YDpyBLAg2Ps,280,tap dancing,test
YEmbpZxiZPw,62,playing tympani,test
YFHYP_TSWII,30,playing electric guitar,test
YFXSbPFaxcA,30,printer printing,test
YGj2ZPZ5cew,290,turkey gobbling,test
YGv1xUgz2pY,45,playing tympani,test
YH3QrPYosKY,17,woodpecker pecking tree,test
YIZ4aSKT3mo,128,volcano explosion,test
YIvbFqkLIgA,70,parrot talking,test
YNNepx1HYM8,31,parrot talking,test
YNv7mzbUUHc,50,playing electric guitar,test
YPuFEZZxSdg,233,playing tympani,test
YQ3g6MLXVvQ,60,printer printing,test
YSgzZEeYOms,30,orchestra,test
YTQORsSRTEc,300,driving motorcycle,test
YTfulKH5hu4,98,scuba diving,test
YUro_o-hcsY,30,"bird chirping, tweeting",test
YXaEM6goiU4,40,goose honking,test
YZiGDqWNLX4,110,playing trombone,test
Yb4A_pPqgfM,19,"pigeon, dove cooing",test
YbZXTk6NgTo,30,"rowboat, canoe, kayak rowing",test
YcBWuQDGrJc,30,printer printing,test
YfGQuqGjSOU,126,parrot talking,test
YiYb6WwdTDA,30,playing sitar,test
YoDtDhMWllU,0,lawn mowing,test
YqVk-ZEQyHM,0,playing drum kit,test
YqvKDLbboxE,27,parrot talking,test
YuvRe690m2I,30,frog croaking,test
YuyNjGeVUEc,0,frog croaking,test
YvxuyNi_wJM,1,volcano explosion,test
YzUXMKt3nF4,26,driving snowmobile,test
Z19W44ZI15Q,190,playing electric guitar,test
Z3cu8suJKkI,723,sea waves,test
Z3pUlB0EFjA,106,hail,test
Z7eUIzUdjBI,180,sailing,test
Z9xfJDftEUA,261,playing oboe,test
ZAIiPe5aFao,127,woodpecker pecking tree,test
ZBABHoxc0SE,7,playing squash,test
ZBABHoxc0SE,23,playing squash,test
ZEP87KTkyNM,277,driving snowmobile,test
ZH5b3e8ivvM,10,playing bagpipes,test
ZJHlHb-VyDc,30,playing sitar,test
ZJIgxpYf20I,30,typing on typewriter,test
ZKc97rLhU_k,79,roller coaster running,test
ZMN2Bs_Cr1A,450,basketball bounce,test
ZMd8mAKe-k8,30,playing sitar,test
ZPeG32vKQ3w,30,typing on typewriter,test
ZRC7nfJChUc,7,"electric shaver, electric razor shaving",test
ZRQ3vw3wNQ0,10,vacuum cleaner cleaning floors,test
ZRVktsXO9FI,66,scuba diving,test
ZS7bf3avohU,1,civil defense siren,test
ZXbnWlzc0ro,540,lawn mowing,test
ZYpeoQ6g7yY,145,playing tympani,test
ZZ6GRocWW38,90,baby laughter,test
ZZk09BLi2mU,20,playing sitar,test
ZaVSw-V89HE,40,orchestra,test
ZahBai58_Ec,330,playing accordion,test
Zbz0xb0BYSk,90,chicken crowing,test
Zc4IwFwiHPM,30,orchestra,test
ZfefBKqsvC0,70,orchestra,test
ZfhY0JZqbQU,30,lawn mowing,test
ZfkO1HlI0zM,30,driving motorcycle,test
Zfn6CE4-jww,245,train whistling,test
Zilhx0cSxfE,30,playing electric guitar,test
ZlIOKvEp1so,3,police car (siren),test
ZnEEAfLC9Sg,170,fireworks banging,test
ZnspGQzt1Jc,110,playing piano,test
ZoameGbMVt8,110,chainsawing trees,test
ZqwS3tAXyAg,450,basketball bounce,test
ZuBxMCk0cco,140,playing drum kit,test
ZvG5aSIrYAw,190,typing on typewriter,test
ZvcqyRbXyls,30,police car (siren),test
ZwzKM1_rx5g,15,playing tympani,test
ZyiDGq0qh2s,30,dog barking,test
